time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010444400000	7.86076	0.794563	5.17658	0.0404407	0.00448021	lidar	0.532152	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
1477010444450000	8.11382	0.81051	5.14795	0.0421161	0.0040524	radar	2.72257	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
1477010444500000	8.35312	0.82954	5.12995	0.0473058	0.0112233	lidar	0.581575	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
1477010444550000	8.61638	0.920822	5.16438	0.0923498	0.0763223	radar	6.68281	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
1477010444600000	8.85381	0.982212	5.14573	0.116816	0.10553	lidar	0.911879	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
1477010444650000	9.13907	1.02137	5.18204	0.125471	0.109733	radar	6.60688	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
1477010444700000	9.37659	1.05536	5.16281	0.132314	0.112009	lidar	0.751564	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
1477010444750000	9.65132	1.13037	5.19379	0.158419	0.140316	radar	4.48947	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
1477010444800000	9.91974	1.26339	5.21541	0.213306	0.2072	lidar	3.03025	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
1477010444850000	10.1704	1.3616	5.19748	0.248354	0.245299	radar	4.47306	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
1477010444900000	10.397	1.44333	5.17566	0.271255	0.261091	lidar	1.15253	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
1477010444950000	10.6326	1.54183	5.14022	0.304885	0.297424	radar	4.16799	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
1477010445000000	10.8631	1.56777	5.11558	0.293513	0.261864	lidar	1.711	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
1477010445050000	11.1257	1.62043	5.1331	0.291662	0.239	radar	1.82986	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1477010445100000	11.4038	1.65815	5.1559	0.280206	0.205302	lidar	1.91854	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
1477010445150000	11.6378	1.72184	5.12986	0.289299	0.206993	radar	1.12145	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.8706	1.78331	5.11445	0.294549	0.200506	lidar	0.507724	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.1217	1.87433	5.13773	0.309703	0.204086	radar	1.14808	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3678	1.8957	5.12198	0.289765	0.162924	lidar	0.934352	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6212	1.95337	5.13798	0.286097	0.143037	radar	0.970829	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.821	2.09354	5.11547	0.333796	0.199494	lidar	3.32545	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.0806	2.19635	5.16029	0.345516	0.193956	radar	3.58057	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.2827	2.34119	5.14189	0.389674	0.241754	lidar	2.39696	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.4661	2.50479	5.09272	0.449654	0.318767	radar	10.54	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.7139	2.61124	5.10923	0.4593	0.309454	lidar	0.774551	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.9333	2.73158	5.09979	0.480634	0.320132	radar	0.201523	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.1597	2.879	5.11371	0.509807	0.337201	lidar	0.373974	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.4073	2.97994	5.14197	0.501319	0.290584	radar	1.72145	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.6195	3.04985	5.10458	0.49243	0.261231	lidar	2.4426	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.8468	3.19782	5.13362	0.511622	0.260588	radar	3.85209	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0495	3.38885	5.14908	0.558688	0.305493	lidar	0.998093	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.259	3.55806	5.15271	0.593634	0.336902	radar	2.35316	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.4696	3.74098	5.17232	0.627524	0.358563	lidar	0.619921	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.6829	3.87432	5.16662	0.634376	0.343045	radar	1.00494	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9055	4.01304	5.17075	0.640494	0.328146	lidar	0.297121	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1007	4.18377	5.15837	0.674377	0.364313	radar	1.69628	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.2973	4.37464	5.1741	0.705168	0.37995	lidar	0.355252	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5076	4.53549	5.1835	0.714258	0.363078	radar	0.722166	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.6879	4.70479	5.1715	0.735481	0.367904	lidar	0.410592	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8373	4.91756	5.14382	0.799624	0.458293	radar	4.53717	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.0017	5.13682	5.15853	0.838842	0.478612	lidar	0.358734	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.1704	5.31787	5.14451	0.862744	0.48602	radar	1.84352	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3336	5.49658	5.1294	0.880946	0.479351	lidar	0.305605	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.4872	5.68147	5.1077	0.908694	0.495903	radar	3.48495	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.6889	5.80294	5.07279	0.890714	0.443981	lidar	2.67384	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.8257	6.01658	5.06258	0.935779	0.491322	radar	1.20476	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0055	6.19565	5.06055	0.940934	0.466612	lidar	0.882875	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.1507	6.41025	5.06695	0.967891	0.471637	radar	0.536174	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.2742	6.63688	5.07125	1.00254	0.485424	lidar	0.237715	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4018	6.85868	5.07181	1.03409	0.499592	radar	0.17557	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5567	6.99925	5.01596	1.02695	0.46329	lidar	3.3687	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7044	7.20759	5.02495	1.03288	0.42884	radar	0.562585	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9095	7.34218	4.98893	1.0035	0.367545	lidar	4.96972	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	18.989	7.56571	4.96222	1.0598	0.441441	radar	4.52693	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0827	7.8108	4.97615	1.0984	0.461463	lidar	0.508616	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2006	8.025	4.97303	1.11413	0.448573	radar	0.4015	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2825	8.23511	4.94833	1.14272	0.457866	lidar	1.74555	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.3792	8.45216	4.94204	1.15782	0.437386	radar	2.49143	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4783	8.60627	4.87141	1.1625	0.420814	lidar	5.69044	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5633	8.82664	4.86092	1.19158	0.43993	radar	0.799119	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7327	8.9919	4.83088	1.16853	0.386339	lidar	4.99097	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.798	9.22485	4.82489	1.21117	0.432557	radar	1.02348	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9352	9.43298	4.82559	1.20712	0.4008	lidar	2.74607	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9708	9.66956	4.81102	1.26542	0.476035	radar	2.82668	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0633	9.89317	4.81177	1.27865	0.462955	lidar	0.495638	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.1214	10.1408	4.82945	1.30168	0.451246	radar	6.73393	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1729	10.3945	4.84781	1.33164	0.459073	lidar	0.317475	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.1832	10.6375	4.83899	1.38678	0.519382	radar	2.82516	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.2455	10.8929	4.86183	1.40633	0.510022	lidar	1.52789	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2748	11.1458	4.87546	1.43136	0.499854	radar	4.75306	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.3101	11.3792	4.8677	1.45352	0.497089	lidar	0.0565042	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2498	11.6325	4.85958	1.54206	0.618343	radar	10.1445	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3234	11.8673	4.8596	1.54307	0.58307	lidar	4.88754	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3517	12.1025	4.85739	1.53877	0.505547	radar	4.05329	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3423	12.3741	4.88745	1.57152	0.511618	lidar	0.847254	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2895	12.6149	4.87872	1.63695	0.592837	radar	2.97188	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3147	12.853	4.87401	1.64807	0.571809	lidar	1.92097	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.3009	13.0879	4.86573	1.67456	0.572869	radar	2.13618	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2634	13.3049	4.83989	1.7065	0.578928	lidar	1.21021	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2245	13.5414	4.83773	1.73005	0.561249	radar	1.37022	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2069	13.7926	4.84941	1.74829	0.548997	lidar	1.21645	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1491	14.0228	4.84258	1.78666	0.572971	radar	0.832939	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.0965	14.2706	4.85528	1.81384	0.570202	lidar	0.263416	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0243	14.5005	4.8522	1.84415	0.567921	radar	1.4009	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9193	14.7455	4.87307	1.88587	0.581316	lidar	1.122	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8522	14.9672	4.8604	1.89948	0.543765	radar	3.47012	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8199	15.1898	4.84111	1.90848	0.524857	lidar	2.24094	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.684	15.3995	4.8397	1.99562	0.666388	radar	7.53658	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6479	15.5983	4.79767	2.00586	0.643748	lidar	4.0447	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.5518	15.8088	4.7886	2.03003	0.625346	radar	1.51121	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4489	16.0188	4.78333	2.05924	0.62347	lidar	0.0420873	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.3464	16.231	4.77875	2.06967	0.571432	radar	2.00067	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2347	16.4114	4.7486	2.1003	0.576284	lidar	1.03817	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1138	16.6115	4.74502	2.12978	0.57897	radar	0.32233	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	18.9879	16.8149	4.74789	2.15706	0.576862	lidar	0.0417351	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8305	17.0044	4.7586	2.22186	0.666419	radar	6.11674	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6667	17.224	4.79892	2.25463	0.662537	lidar	1.51605	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5628	17.4345	4.78648	2.22844	0.527466	radar	6.33358	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3573	17.6158	4.81326	2.27426	0.546994	lidar	3.72791	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2201	17.8093	4.80754	2.27275	0.478279	radar	2.13988	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0889	17.9976	4.79774	2.28709	0.468365	lidar	0.903709	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9108	18.1525	4.79064	2.33556	0.523001	radar	2.22619	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7737	18.303	4.75279	2.35707	0.520364	lidar	1.29888	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.637	18.4876	4.7453	2.36292	0.487617	radar	6.61063	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4505	18.6619	4.76467	2.38941	0.488739	lidar	0.336242	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2667	18.8044	4.75689	2.42795	0.518716	radar	1.8992	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1026	18.9443	4.73304	2.45242	0.518533	lidar	0.48188	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.935	19.1147	4.73749	2.46333	0.493123	radar	2.92769	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7203	19.2281	4.7331	2.50448	0.511833	lidar	2.78123	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5313	19.3795	4.7424	2.52979	0.518811	radar	3.18771	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3158	19.5323	4.7727	2.5552	0.516357	lidar	0.762546	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0906	19.6161	4.7623	2.61018	0.567725	radar	10.1408	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.889	19.7566	4.77444	2.63051	0.557957	lidar	0.752936	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6978	19.8845	4.76126	2.63073	0.491845	radar	3.17089	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4763	20.0312	4.79458	2.64773	0.48118	lidar	1.36154	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2692	20.1698	4.80713	2.65838	0.45887	radar	5.65519	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0785	20.3045	4.80295	2.66838	0.444669	lidar	1.75172	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8488	20.3853	4.8023	2.70938	0.479271	radar	2.23841	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6342	20.5045	4.81126	2.72549	0.470046	lidar	0.635048	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.4012	20.5883	4.82004	2.76546	0.50809	radar	1.37135	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1558	20.6617	4.83218	2.79855	0.516017	lidar	0.822518	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.9218	20.7309	4.83602	2.83639	0.54448	radar	0.35893	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.6531	20.7911	4.86712	2.87266	0.552824	lidar	2.03666	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.4084	20.8195	4.86834	2.93071	0.619833	radar	2.123	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1597	20.8613	4.87582	2.96498	0.623019	lidar	0.19874	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.93	20.9199	4.87166	2.98438	0.603774	radar	1.79345	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7186	20.9693	4.84795	3.00596	0.595749	lidar	1.6799	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4713	21.008	4.85913	3.03348	0.593705	radar	2.6522	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.2236	21.0457	4.87064	3.05794	0.586908	lidar	0.244941	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9863	21.0652	4.86787	3.08902	0.595074	radar	0.879289	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7381	21.0376	4.86219	3.1333	0.612087	lidar	1.76051	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4925	21.0241	4.86126	3.16789	0.615172	radar	1.04957	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.268	21.0208	4.84367	3.19538	0.612705	lidar	0.594708	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0165	20.9815	4.84927	3.2346	0.620965	radar	4.11097	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.7968	20.9462	4.82502	3.26916	0.626843	lidar	0.500223	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5473	20.9486	4.8262	3.26603	0.550441	radar	5.77538	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2764	20.9749	4.86767	3.26865	0.518148	lidar	3.51786	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0369	20.9568	4.86675	3.28681	0.506749	radar	1.00014	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.83045	20.9223	4.8306	3.31183	0.508643	lidar	1.62717	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.58973	20.9178	4.82201	3.30269	0.435465	radar	2.06438	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.38657	20.869	4.78483	3.32929	0.443103	lidar	1.26712	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.15945	20.8287	4.77904	3.35171	0.448571	radar	1.54671	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.88331	20.7942	4.82555	3.36416	0.434764	lidar	1.84249	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.66307	20.7149	4.81407	3.40078	0.460315	radar	4.61028	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.39936	20.6288	4.84996	3.43016	0.466157	lidar	2.71126	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.17063	20.5478	4.85146	3.46215	0.484527	radar	0.160551	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.93179	20.4677	4.86208	3.4858	0.483365	lidar	0.127898	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.71552	20.3802	4.85947	3.52343	0.519097	radar	3.56492	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.42588	20.3208	4.92424	3.52784	0.490435	lidar	3.7288	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.19715	20.2228	4.92559	3.55159	0.486744	radar	0.223006	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.93827	20.1415	4.95812	3.56336	0.470202	lidar	0.984771	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.71428	20.0489	4.95225	3.57953	0.456662	radar	0.383034	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.46702	19.9598	4.97339	3.59133	0.442526	lidar	0.526658	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.25044	19.8651	4.96424	3.60968	0.440995	radar	2.69917	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.99129	19.774	4.99824	3.61607	0.420864	lidar	1.17896	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.77296	19.6246	5.0168	3.66339	0.474387	radar	2.26566	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.58121	19.5041	4.98994	3.68896	0.477716	lidar	0.900163	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.38215	19.3534	4.98654	3.72499	0.497232	radar	1.6859	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.16255	19.2536	4.98533	3.73216	0.476066	lidar	1.8667	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.96286	19.1427	4.95816	3.73607	0.436033	radar	4.47485	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.78947	18.9911	4.9326	3.76864	0.450277	lidar	0.607848	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.58567	18.8404	4.94657	3.7974	0.467974	radar	1.48275	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40075	18.7083	4.92833	3.81545	0.462281	lidar	1.04926	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21044	18.5676	4.91051	3.82356	0.428127	radar	1.40282	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07344	18.4091	4.86242	3.85924	0.447956	lidar	2.25034	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89912	18.2345	4.88633	3.90868	0.515147	radar	6.91611	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
