time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010454600000	-1.62535	10.085	5.1094	4.31498	0.136698	lidar	1.51472	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454700000	-1.79	9.64265	5.04027	4.33656	0.146301	lidar	0.528685	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454800000	-1.94658	9.04419	5.24273	4.38552	0.188704	lidar	4.91955	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454900000	-2.13529	8.54721	5.2587	4.3929	0.174504	lidar	0.125107	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010455000000	-2.2692	8.07875	5.18902	4.41727	0.183252	lidar	0.52386	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455100000	-2.48577	7.59352	5.20985	4.40177	0.141391	lidar	0.903751	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455200000	-2.701	7.0911	5.25461	4.38963	0.108778	lidar	0.723576	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455300000	-2.82646	6.67642	5.08856	4.40533	0.114994	lidar	2.77635	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455400000	-2.94939	6.20159	5.0555	4.428	0.12885	lidar	0.205753	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455500000	-3.11771	5.66054	5.16867	4.43517	0.121583	lidar	1.3076	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455600000	-3.32144	5.14942	5.22753	4.419	0.0864199	lidar	0.959378	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455700000	-3.55359	4.61498	5.33087	4.3939	0.0445188	lidar	1.92931	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455800000	-3.82756	4.09714	5.41011	4.35038	-0.0149381	lidar	2.34125	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455900000	-3.96965	3.6386	5.30197	4.36433	0.00394326	lidar	1.35089	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010456000000	-4.15275	3.16596	5.26085	4.35971	-0.00239484	lidar	0.187445	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456100000	-4.3269	2.63416	5.32358	4.36882	0.00935824	lidar	0.45888	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456200000	-4.5456	2.12366	5.36517	4.35354	-0.0107536	lidar	0.374744	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456300000	-4.78327	1.59854	5.43643	4.33437	-0.0332135	lidar	0.758415	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456400000	-4.86764	1.14565	5.27516	4.37412	0.0203078	lidar	4.01214	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456500000	-4.97501	0.699255	5.14716	4.39757	0.0470256	lidar	1.99046	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456600000	-5.13045	0.224919	5.12077	4.40111	0.0456231	lidar	0.0707346	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456700000	-5.29241	-0.24621	5.09754	4.40031	0.0389963	lidar	0.0768269	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456800000	-5.60916	-0.631176	5.01952	4.31561	-0.071004	lidar	6.75684	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456900000	-5.8277	-1.14603	5.12548	4.30666	-0.0731203	lidar	1.12612	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010457000000	-6.12551	-1.575	5.11868	4.24967	-0.134724	lidar	1.8869	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457100000	-6.34711	-2.0649	5.16949	4.24691	-0.121175	lidar	0.345032	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457200000	-6.66379	-2.49235	5.17774	4.19194	-0.174104	lidar	1.3758	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457300000	-6.8722	-2.9952	5.22829	4.20942	-0.130688	lidar	1.1603	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457400000	-7.13147	-3.39048	5.13477	4.18111	-0.149987	lidar	1.04735	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457500000	-7.44271	-3.71633	4.99415	4.11969	-0.207879	lidar	3.60447	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457600000	-7.77612	-4.17695	5.11971	4.08982	-0.218329	lidar	1.63806	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457700000	-8.12403	-4.65205	5.26147	4.06552	-0.220459	lidar	2.01557	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457800000	-8.40345	-5.08481	5.24491	4.06484	-0.194158	lidar	0.366757	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457900000	-8.79243	-5.49719	5.31492	4.01757	-0.228248	lidar	1.05806	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010458000000	-9.1036	-5.87212	5.23698	3.9993	-0.223034	lidar	0.620967	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458100000	-9.41818	-6.12035	4.9968	3.94683	-0.261658	lidar	6.49368	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458200000	-9.7142	-6.50997	4.98059	3.9513	-0.223936	lidar	0.749435	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458300000	-10.1198	-6.84848	5.02807	3.90195	-0.256944	lidar	0.782198	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458400000	-10.5791	-7.21339	5.17416	3.85167	-0.286454	lidar	2.57585	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458500000	-11.0599	-7.54267	5.28223	3.79347	-0.322263	lidar	1.806	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458600000	-11.3574	-7.81006	5.05439	3.78617	-0.293294	lidar	5.62988	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458700000	-11.6961	-8.01591	4.85117	3.7448	-0.309671	lidar	4.25916	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458800000	-12.1038	-8.2152	4.7806	3.68593	-0.344452	lidar	1.11124	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458900000	-12.4924	-8.38932	4.6758	3.63202	-0.369107	lidar	1.40957	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010459000000	-13.0316	-8.60433	4.86843	3.56235	-0.407415	lidar	4.5005	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459100000	-13.4555	-8.71817	4.76307	3.49469	-0.441365	lidar	1.67988	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459200000	-13.9303	-8.91358	4.83766	3.46329	-0.425011	lidar	0.68687	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459300000	-14.3989	-9.10384	4.88457	3.44125	-0.399632	lidar	0.532615	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459400000	-14.9341	-9.16014	4.94768	3.35201	-0.45884	lidar	2.11081	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459500000	-15.489	-9.36571	5.13222	3.34943	-0.404412	lidar	4.8128	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459600000	-16.0182	-9.51198	5.20259	3.32975	-0.378566	lidar	0.809565	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459700000	-16.5017	-9.51197	5.11558	3.25355	-0.425866	lidar	1.8176	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459800000	-17.0441	-9.50626	5.15915	3.1828	-0.459806	lidar	0.747058	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459900000	-17.5538	-9.53905	5.15558	3.14845	-0.44564	lidar	0.0998485	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010460000000	-18.0399	-9.48946	5.09782	3.08516	-0.469165	lidar	0.606501	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460100000	-18.464	-9.51291	4.94972	3.07103	-0.430444	lidar	2.95393	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460200000	-18.9554	-9.48605	4.94858	3.03704	-0.419334	lidar	0.0627273	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460300000	-19.3997	-9.29833	4.87654	2.93268	-0.496657	lidar	3.55179	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460400000	-19.8715	-9.10096	4.89041	2.84128	-0.547767	lidar	1.34617	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460500000	-20.289	-9.18962	4.73022	2.90374	-0.405893	lidar	12.7928	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460600000	-20.7169	-9.00982	4.70144	2.83118	-0.445214	lidar	0.864882	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460700000	-21.1168	-8.85211	4.6264	2.77937	-0.454693	lidar	0.608378	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460800000	-21.5353	-8.74982	4.57274	2.76754	-0.414345	lidar	1.10839	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460900000	-21.9635	-8.57352	4.58542	2.72683	-0.413389	lidar	0.0165164	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010461000000	-22.442	-8.37501	4.69771	2.69401	-0.402388	lidar	1.32225	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461100000	-22.8873	-7.98538	4.86888	2.57322	-0.498041	lidar	7.38569	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461200000	-23.3453	-7.66507	4.99882	2.51298	-0.509302	lidar	1.75693	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461300000	-23.676	-7.35382	4.90302	2.44246	-0.534031	lidar	1.20383	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461400000	-24.017	-7.10953	4.78328	2.41647	-0.502587	lidar	1.93503	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
